id_subscriptionMain,churn_reel,churn_pred,churn_pred_prob,box_name,subscriptions_type,submain_state,newsletter,age,total_sub,abonnement_consec,action_open,action_click,year_pass,month_pass,begin_year,begin_month,begin_day,end_year,end_month,end_day
2169,0,1,0.5753741264343262,0.0,0.005440723364195557,0.0002863538612734504,0.0,0.0,0.002290830890187603,0.002290830890187603,-0.0002863538612734504,-0.0002863538612734504,0.577289384327276,0.002863538612734504,0.577289384327276,0.0008590615838203512,0.008876969699476963,0.577289384327276,0.002004477028914153,0.008876969699476963
5665,0,1,0.5753741264343262,0.0,0.003437403291756883,0.0,0.0,0.0,0.00401030384038303,0.00401030384038303,-0.00028645027431307355,-0.00028645027431307355,0.5774837530151563,0.002005151920191515,0.5771973027408432,0.002005151920191515,0.007734157406452987,0.5771973027408432,0.002864502743130736,0.008879958503705281
18852,0,1,0.5753741264343262,0.0,0.0034407482260269003,0.0,0.0,0.0,0.006594767433218225,0.006594767433218225,0.000286729018835575,0.0,0.5774722439348481,0.0022938321506846,0.5768987858971769,0.00286729018835575,0.00630803841438265,0.5774722439348481,0.00286729018835575,0.008888599583902826
11869,0,1,0.5753741264343262,0.0,0.00343855083004333,0.0,0.0,0.00028654590250361083,0.004011642635050551,0.004011642635050551,0.0008596377075108325,0.0,0.5773899935447758,0.0008596377075108325,0.5771034476422722,0.0005730918050072217,0.008023285270101103,0.5773899935447758,0.0020058213175252757,0.008882922977611936
16618,0,1,0.5753741264343262,0.0,0.003440951066096155,0.0,0.0,0.0,0.0022939673773974367,0.0022939673773974367,-0.0002867459221746796,-0.0002867459221746796,0.57721954133763,0.0028674592217467956,0.57721954133763,0.0017204755330480774,0.0008602377665240387,0.5775062872598047,0.0028674592217467956,0.008889123587415067
14504,0,1,0.5753741264343262,0.0,0.01747430554522346,0.00028646402533153207,0.0,0.0,0.004296960379972982,0.004296960379972982,-0.00028646402533153207,-0.00028646402533153207,0.5769385470177056,0.0017187841519891926,0.5766520829923741,0.00028646402533153207,0.0025781762279837887,0.5780844031190318,0.0025781762279837887,0.008593920759945963
9857,0,1,0.5753741264343262,0.0,0.0034381169641427766,0.0,0.0,0.0,0.0014325487350594901,0.0014325487350594901,-0.00028650974701189804,-0.00028650974701189804,0.5773171402289745,0.0008595292410356942,0.5770306304819627,0.0028650974701189802,0.0031516072171308782,0.5776036499759865,0.0008595292410356942,0.00888180215736884
22388,0,1,0.5753741264343262,0.0,0.0034358465774491738,0.0002863205481207645,0.0,0.0002863205481207645,0.0028632054812076447,0.000572641096241529,-0.0002863205481207645,-0.0002863205481207645,0.577508545559582,0.0034358465774491738,0.5772222250114613,0.0020042438368453514,0.001145282192483058,0.5772222250114613,0.001145282192483058,0.008589616443622935
22025,0,1,0.5753741264343262,0.0,0.003439267901423231,0.00028660565845193593,0.0,0.0,0.0017196339507116155,0.00028660565845193593,-0.00028660565845193593,-0.00028660565845193593,0.5780836130975547,0.003152662242971295,0.576937190463747,0.0020062396091635516,0.0005732113169038719,0.576937190463747,0.0017196339507116155,0.008598169753558078
15119,0,1,0.5753741264343262,0.0,0.0034415399864456834,0.0,0.0,0.0,0.00028679499887047363,0.00028679499887047363,-0.00028679499887047363,-0.00028679499887047363,0.5773183327262634,0.0017207699932228417,0.5773183327262634,0.002294359990963789,0.0017207699932228417,0.5773183327262634,0.0028679499887047364,0.008890644964984682
